index,Title,Series,Num,Author,Status,Returned,Source,Url
406,Assault Troopers,Extinction Wars,01,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,https://smile.amazon.com/Assault-Troopers-Extinction-Wars-Book-ebook/dp/B00E1BZ874/ref=sr_1_6?crid=1CTCE53DDELMM&dchild=1&keywords=extinction+wars+series&qid=1614538495&s=digital-text&sprefix=Extinction+Wars%2Cdigital-text%2C165&sr=1-6
407,Planet Strike,Extinction Wars,02,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,""
408,Star Viking,Extinction Wars,03,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,""
409,Fortress Earth,Extinction Wars,04,Heppner Vaughn,Read,2017-02-19,Amazon Unlimited,""
410,Target Earth,Extinction Wars,05,Heppner Vaughn,Read,2019-07-04,Amazon Unlimited,""
411,Invaders,Invaders Series,01,Heppner Vaughn,Read,2021-09-07,Amazon Unlimited,https://smile.amazon.com/gp/product/B01LYCUOHE?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
412,The Chronowarp,Invaders Series,02,Heppner Vaughn,Read,2021-09-17,Amazon Unlimited,""
413,The Antaran,Invaders Series,03,Heppner Vaughn,Read,2021-09-17,Amazon Unlimited,""
414,Dreadnought Ocelot,Invaders Series,04,Heppner Vaughn,Read,2021-09-17,Amazon Unlimited,""
415,The Lost Starship,Lost Starship Series,01,Heppner Vaughn,Read,2017-08-30,Amazon Unlimited,https://smile.amazon.com/gp/product/B00N3NAY2K?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
416,The Lost Command,Lost Starship Series,02,Heppner Vaughn,Read,2017-08-30,Amazon Unlimited,""
417,The Lost Destroyer,Lost Starship Series,03,Heppner Vaughn,Read,2017-08-30,Amazon Unlimited,""
418,The Lost Colony,Lost Starship Series,04,Heppner Vaughn,Read,2017-08-30,Amazon Unlimited,""
419,The Lost Patrol,Lost Starship Series,05,Heppner Vaughn,Read,2017-09-17,Amazon Unlimited,""
420,The Lost Planet,Lost Starship Series,06,Heppner Vaughn,Read,2017-09-17,Amazon Unlimited,""
421,The Lost Earth,Lost Starship Series,07,Heppner Vaughn,Read,2017-10-09,Amazon Unlimited,""
422,The Lost Artifact,Lost Starship Series,08,Heppner Vaughn,Read,2018-07-08,Amazon Unlimited,""
423,The Lost Star Gate,Lost Starship Series,09,Heppner Vaughn,Read,2019-07-07,Amazon Unlimited,""
424,The Lost Supernova,Lost Starship Series,10,Heppner Vaughn,Read,2019-07-04,Amazon Unlimited,""
425,The Lost Swarm,Lost Starship Series,11,Heppner Vaughn,Read,2019-07-04,Amazon Unlimited,""
426,The Lost Intelligence,Lost Starship Series,12,Heppner Vaughn,Read,2021-02-13,Amazon Unlimited,""
427,The Lost Tech,Lost Starship Series,13,Heppner Vaughn,Read,2021-02-13,Amazon Unlimited,""
428,The Lost Secret,Lost Starship Series,14,Heppner Vaughn,Read,2021-08-07,Amazon Unlimited,""
429,The Lost Barrier,Lost Starship Series,15,Heppner Vaughn,Read,2022-06-29,Amazon Unlimited,""
430,The Lost Nebula,Lost Starship Series,16,Heppner Vaughn,Read,2022-06-29,Amazon Unlimited,""
431,The Lost Relic,Lost Starship Series,17,Heppner Vaughn,Read,2023-02-10,Amazon Unlimited,""
432,The Lost Task Force,Lost Starship Series,18,Heppner Vaughn,Read,2023-11-06,Amazon Unlimited,""
433,The Lost Clone,Lost Starship Series,19,Heppner Vaughn,Read,2023-12-25,Amazon Unlimited,""
434,The Lost Portal,Lost Starship Series,20,Heppner Vaughn,Read,2023-12-29,Amazon Unlimited,""
435,The Lost Cyborg,Lost Starship Series,21,Heppner Vaughn,Read,2024-05-15,Amazon Unlimited,""
436,A.I. Destroyer,The A.I. Series,01,Heppner Vaughn,Read,2017-05-15,Amazon Unlimited,https://smile.amazon.com/gp/product/B06XF49ZTG?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
437,The A.I. Gene,The A.I. Series,02,Heppner Vaughn,Read,2017-05-19,Amazon Unlimited,""
438,A.I. Assault,The A.I. Series,03,Heppner Vaughn,Read,2017-05-19,Amazon Unlimited,""
439,A.I. Battle Station,The A.I. Series,04,Heppner Vaughn,Read,2018-06-04,Amazon Unlimited,""
440,A.I. Battle Fleet,The A.I. Series,05,Heppner Vaughn,Read,2018-06-04,Amazon Unlimited,""
441,A.I. Void Ship,The A.I. Series,06,Heppner Vaughn,Read,2019-03-12,Amazon Unlimited,""
442,A.I. Rescue,The A.I. Series,07,Heppner Vaughn,Read,2019-11-20,Amazon Unlimited,""
443,A.I. Armada,The A.I. Series,08,Heppner Vaughn,Read,2020-07-12,Amazon Unlimited,""
444,The X-Ship,The Soldier,01,Heppner Vaughn,Read,2020-11-19,Amazon Unlimited,https://smile.amazon.com/Soldier-X-Ship-Vaughn-Heppner-ebook/dp/B08G87HKQX/ref=sr_1_1?crid=3245WC8BQO7OI&dchild=1&keywords=the+x-ship&qid=1614538872&s=digital-text&sprefix=The+X-Ship%2Cdigital-text%2C471&sr=1-1
445,Escape Vector,The Soldier,02,Heppner Vaughn,Read,2020-11-19,Amazon Unlimited,""
446,Final Odyssey,The Soldier,03,Heppner Vaughn,Read,2020-11-19,Amazon Unlimited,""
447,The Void War,Empire Rising,01,Holmes D J,Read,2022-04-30,Amazon Unlimited,https://smile.amazon.com/gp/product/B0144Z9CIW/ref=ku_mi_rw_edp_ku
448,A King's Ship,Empire Rising,02,Holmes D J,Read,2022-05-02,Amazon Unlimited,""
449,Return to Haven,Empire Rising,03,Holmes D J,Read,2022-05-04,Amazon Unlimited,""
450,The Price of Liberty,Empire Rising,04,Holmes D J,Read,2022-05-05,Amazon Unlimited,""
451,Firestorm ,Empire Rising,05,Holmes D J,Read,2022-05-06,Amazon Unlimited,""
452,Siege of Earth,Empire Rising,06,Holmes D J,Read,2022-05-09,Amazon Unlimited,""
453,Mutineer ,Empire Rising,07,Holmes D J,Read,2022-05-10,Amazon Unlimited,""
454,Empire's Doom,Empire Rising,08,Holmes D J,Read,2022-05-13,Amazon Unlimited,""
455,Empire's Birth,Empire Rising,09,Holmes D J,Read,2022-05-16,Amazon Unlimited,""
456,Imperial Command,Empire Rising,10,Holmes D J,Read,2022-05-17,Amazon Unlimited,""
457,Counterstrike,Empire Rising,11,Holmes D J,Read,2022-05-20,Amazon Unlimited,""
458,Last Stand,Empire Rising,12,Holmes D J,Read,2022-05-22,Amazon Unlimited,""
459,Empire's Gambit,Empire Rising,13,Holmes D J,Read,2022-05-23,Amazon Unlimited,""
460,Flagship,A Captain's Crucible,01,Hooke Isaac,Read,2017-01-12,Amazon Unlimited,https://smile.amazon.com/gp/product/B01C1I9U5Y?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
461,Test of Mettle,A Captain's Crucible,02,Hooke Isaac,Read,2017-01-12,Amazon Unlimited,""
462,Cradle of War,A Captain's Crucible,03,Hooke Isaac,Read,2017-01-12,Amazon Unlimited,""
463,Planet Killer,A Captain's Crucible,04,Hooke Isaac,Read,2017-01-12,Amazon Unlimited,""
464,Worlds at War,A Captain's Crucible,05,Hooke Isaac,Read,2017-01-12,Amazon Unlimited,""
465,Hoplite,Alien War Trilogy,01,Hooke Isaac,Read,2016-12-30,Amazon Unlimited,""
466,Zeus,Alien War Trilogy,02,Hooke Isaac,Read,2016-12-30,Amazon Unlimited,""
467,Titan,Alien War Trilogy,03,Hooke Isaac,Final,2016-12-30,Amazon Unlimited,""
468,Refurbished: AI Reborn,Mind Refurbs,01,Hooke Isaac,Read,2018-10-20,Amazon Unlimited,https://smile.amazon.com/Refurbished-AI-Reborn-Trilogy-Book-ebook/dp/B07DBSL4RF/ref=sr_1_1?dchild=1&keywords=Mind+Refurbs&qid=1614549359&s=digital-text&sr=1-1
469,Reloaded: AI Reborn,Mind Refurbs,02,Hooke Isaac,Read,2018-12-24,Amazon Unlimited,""
470,Reactivated: Bolt Eaters 1,Mind Refurbs,04,Hooke Isaac,Read,2021-05-09,Amazon Unlimited,""
471,Reforged: Bolt Eaters 2,Mind Refurbs,05,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
472,Redeemed: Bolt Eaters 3,Mind Refurbs,06,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
473,Forerunner: AI Fleet 1,Mind Refurbs,07,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
474,Forerunner: AI Devastator: AI Fleet 2Fleet 1,Mind Refurbs,08,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
475,Peace Maker: AI Fleet 3,Mind Refurbs,09,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
476,Battle Harem,Mind Refurbs,10,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
477,Battle Harem 2,Mind Refurbs,11,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
478,Battle Harem 3,Mind Refurbs,12,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
479,The Link: AI Empire 1,Mind Refurbs,13,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
480,The Alliance: AI Empire 2,Mind Refurbs,14,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
481,The Empire: AI Empire 3,Mind Refurbs,15,Hooke Isaac,Won't Finish,,Amazon Unlimited,""
482,The Forever Gate,The Forever Gate,01-05,Hooke Isaac,Read,2016-04-07,Amazon Unlimited,https://smile.amazon.com/gp/product/B00AVXHRAM?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
483,Rebirth,The Forever Gate,06,Hooke Isaac,Read,2016-04-07,Amazon Unlimited,""
484,Walls of Steel,The Forever Gate,07,Hooke Isaac,Read,2016-04-07,Amazon Unlimited,""
485,The Pendulum Swings,The Forever Gate,08,Hooke Isaac,Read,2016-04-26,Amazon Unlimited,""
486,The Last Stand,The Forever Gate,09,Hooke Isaac,To Be Read,,Amazon Unlimited,""
487,Wool,The Silo Series,01,Howey Hugh,Read,2015-09-17,Amazon Unlimited,https://smile.amazon.com/Wool-Hugh-Howey-ebook/dp/B088SY4GSD/ref=sr_1_3?crid=2KK0EIZC9R3HX&dchild=1&keywords=silo+series&qid=1614643014&s=digital-text&sprefix=silo+seris%2Cdigital-text%2C159&sr=1-3
488,Shift,The Silo Series,02,Howey Hugh,Read,2015-09-17,Amazon Unlimited,""
489,Dust,The Silo Series,03,Howey Hugh,Final,2015-09-17,Amazon Unlimited,""
490,Sol Shall Rise,The Pike Chronicles,01,Hudson G. P.,Read,2016-03-05,Amazon Unlimited,https://smile.amazon.com/gp/product/B00OJRFV9U?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
491,Prevail,The Pike Chronicles,02,Hudson G.P.,Read,2016-03-06,Amazon Unlimited,""
492,Ronin,The Pike Chronicles,03,Hudson G.P.,Read,2016-03-09,Amazon Unlimited,""
493,Ghost Fleet,The Pike Chronicles,04,Hudson G.P.,Read,2016-03-09,Amazon Unlimited,""
494,Interstellar War,The Pike Chronicles,05,Hudson G.P.,Read,2021-03-17,Amazon Unlimited,""
495,Vanquish,The Pike Chronicles,06,Hudson G.P.,Read,2021-03-23,Amazon Unlimited,""
496,Galactic Empire,The Pike Chronicles,07,Hudson G.P.,Read,2021-03-23,Amazon Unlimited,""
497,Armada,The Pike Chronicles,08,Hudson G.P.,Read,2021-03-23,Amazon Unlimited,""
498,Galactic War,The Pike Chronicles,09,Hudson G.P.,Read,2021-03-23,Amazon Unlimited,""
499,Galactic Vanguard,The Pike Chronicles,10,Hudson G.P.,Read,2021-03-23,Amazon Unlimited,""
500,Cursed Stars,The Pike Chronicles,11,Hudson G.P.,Read,2021-03-23,Amazon Unlimited,""
501,Without Mercy,The Pike Chronicles,12,Hudson G.P.,Read,2022-07-19,Amazon Unlimited,""
502,For Glory,The Pike Chronicles,13,Hudson G.P.,Read,2024-05-27,Amazon Unlimited,""
503,For Valor,The Pike Chronicles,14,Hudson G.P.,Read,2024-05-28,Amazon Unlimited,""
504,Orphan X,Orphan X,01,Hurwitz Gregg,Read,2022-08-01,Amazon Unlimited,https://www.amazon.com/gp/product/B010M4T5C2/ref=ku_mi_rw_edp_ku
505,The Nowhere Man,Orphan X,02,Hurwitz Gregg,Read,2022-08-03,Amazon Unlimited,""
506,Hellbent,Orphan X,03,Hurwitz Gregg,Read,2022-08-05,Amazon Unlimited,""
507,Out of the Dark,Orphan X,04,Hurwitz Gregg,Read,2022-08-08,Amazon Unlimited,""
508,Into The Fire,Orphan X,05,Hurwitz Gregg,Read,2022-08-18,Library,""
509,Prodiital Son,Orphan X,06,Hurwitz Gregg,Read,2022-08-23,Amazon,""
510,The Kill Clause,Tim Rackley Novels,01,Hurwitz Gregg,Read,2022-09-01,Amazon Unlimited,https://www.amazon.com/gp/product/B000FC12EQ/ref=ku_mi_rw_edp_ku
511,From Beyond,From Beyond,01,Hystad Nathan,Read,2022-08-05,Amazon Unlimited,https://www.amazon.com/gp/product/B09YDFXS7Z?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
512,Signal,From Beyond,02,Hystad Nathan,Read,2022-08-03,Amazon Unlimited,""
513,Survival,From Beyond,03,Hystad Nathan,Won't Finish,2022-08-13,Amazon Unlimited,""
514,Lost Contact,The Bridge Sequence,01,Hystad Nathan,Read,2021-12-04,Amazon Unlimited,https://smile.amazon.com/gp/product/B08TJ3GJ3T/ref=ku_mi_rw_edp_ku
515,Lost Time,The Bridge Sequence,02,Hystad Nathan,Read,2021-12-05,Amazon Unlimited,""
516,Lost Hope,The Bridge Sequence,03,Hystad Nathan,Read,2021-12-06,Amazon Unlimited,""
517,New Galaxy,The Survivors,01,Hystad Nathan,Read,2020-10-11,Amazon Unlimited,https://smile.amazon.com/Survivors-Box-Set-Books-1-6-ebook/dp/B07VZP4979/ref=sr_1_3?dchild=1&keywords=The+Survivors+Collection&qid=1614643537&s=digital-text&sr=1-3
518,New Threat,The Survivors,02,Hystad Nathan,Read,2020-10-11,Amazon Unlimited,""
519,New World,The Survivors,03,Hystad Nathan,Read,2020-10-11,Amazon Unlimited,""
520,The Ancients,The Survivors,04,Hystad Nathan,Read,2020-10-11,Amazon Unlimited,""
521,The Theos,The Survivors,05,Hystad Nathan,Read,2020-10-11,Amazon Unlimited,""
522,Old Enemy,The Survivors,06,Hystad Nathan,Read,2020-10-11,Amazon Unlimited,""
523,New Alliance,The Survivors,07,Hystad Nathan,Read,2022-01-30,Amazon Unlimited,""
524,The Gatekeepers,The Survivors,08,Hystad Nathan,Read,2022-01-31,Amazon Unlimited,""
525,New Horizon,The Survivors,09,Hystad Nathan,Read,2022-02-01,Amazon Unlimited,""
526,The Academy,The Survivors,10,Hystad Nathan,Won't Finish,,"",""
527,IQ,An IQ Novel,01,Ide Joe,Read,2023-01-11,Amazon Elizabeth,""
528,Righteousness,An IQ Novel,02,Ide Joe,Read,2023-01-11,Amazon Elizabeth,""
529,These Burning Stars,The Kindom Trilogy,01,Jacobs Bethany,Won't Finish,2024-03-19,"",https://mainlib.overdrive.com/mainlib-hunterdon/content/media/9529593
530,Alien Invasion,A Sci-Fi Anthology,"",James Joshua,Final,2020-04-05,Amazon Unlimited,https://smile.amazon.com/Alien-Invasion-Anthology-Joshua-James-ebook/dp/B07Y8FH1PF/ref=sr_1_15?dchild=1&keywords=alien+invasion+James+Joshua&qid=1614643808&s=digital-text&sr=1-15
531,Trapped,Fleet Ops,01,James Joshua,Won't Finish,2021-11-02,"",https://smile.amazon.com/gp/product/B0993XPCYP/ref=ku_mi_rw_edp_ku
532,The Fifth Season,The Broken Earth,01,Jemisin N K,Read,2023-01-19,Amazon Elizabeth,https://smile.amazon.com/Fifth-Season-Broken-Earth-Book-ebook/dp/B00H25FCSQ/ref=sr_1_2?crid=2OOGMPLMRXXSN&keywords=the+broken+earth+series+by+n.k.+jemisin&qid=1674182135&sprefix=the+broken+earth+seri%2Caps%2C83&sr=8-2
533,The Obelisk Gate,The Broken Earth,02,Jemisin N K,Read,2023-01-27,Library,""
534,The Fifth Season,The Broken Earth,03,Jemisin N K,Read,2023-02-04,Amazon Elizabeth,""
535,The Space Between Worlds,"","",Johnson Micaiah,Won't Finish,2021-09-10,"",""
536,Axis Crossing,Gate Ghosts,01,Jucha S. H.,Read,2021-10-15,Amazon Unlimited,https://smile.amazon.com/gp/product/B099JPY6CR/ref=ku_mi_rw_edp_ku
537,Clone Crisis,Gate Ghosts,02,Jucha S. H.,Read,2021-10-15,Amazon Unlimited,""
538,Race Rivalry,Gate Ghosts,03,Jucha S. H.,Read,2023-06-08,Amazon Unlimited,""
539,Vortex Incursion,Gate Ghosts,04,Jucha S. H.,Read,2023-06-12,Amazon Unlimited,""
540,Dual Domains,Gate Ghosts,05,Jucha S. H.,Read,2023-06-16,Amazon Unlimited,""
541,Alien Intrigue,Gate Ghosts,06,Jucha S. H.,Read,2023-06-18,Amazon Unlimited,""
542,Deadly Gambits,Gate Ghosts,07,Jucha S. H.,Read,2023-06-19,Amazon Unlimited,""
543,Allied Enemies,Gate Ghosts,08,Jucha S. H.,Read,2023-06-21,Amazon Unlimited,""
544,Chaotic Futures,Gate Ghosts,09,Jucha S. H.,Read,2023-12-31,Amazon Unlimited,""
545,Empire Turmoil,Gate Ghosts,10,Jucha S. H.,Read,2024-01-02,Amazon Unlimited,""
546,Perilous Choices,Gate Ghosts,11,Jucha S. H.,Read,2024-01-05,Amazon Unlimited,""
547,Dubious Risks,Gate Ghosts,12,Jucha S. H.,Read,2024-04-04,Amazon Unlimited,""
548,Fatal Flaws,Gate Ghosts,13,Jucha S. H.,Read,2024-06-08,Amazon Unlimited,""
549,The Silver Ships,The Silver Ships,01,Jucha S. H.,Read,2015-08-04,Amazon Unlimited,https://smile.amazon.com/gp/product/B00TCV621O?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
550,Libre,The Silver Ships,02,Jucha S. H.,Read,2015-08-04,Amazon Unlimited,""
551,Méridien,The Silver Ships,03,Jucha S. H.,Read,2016-02-28,Amazon Unlimited,""
552,Sol,The Silver Ships,05,Jucha S. H.,Read,2016-08-01,Amazon Unlimited,""
553,Espero,The Silver Ships,06,Jucha S. H.,Read,2017-01-29,Amazon Unlimited,""
554,Allora,The Silver Ships,07,Jucha S. H.,Read,2017-01-29,Amazon Unlimited,""
555,Celus-5,The Silver Ships,08,Jucha S. H.,Read,2017-03-10,Amazon Unlimited,""
556,Omnia,The Silver Ships,09,Jucha S. H.,Read,2017-07-01,Amazon Unlimited,""
557,Vinium,The Silver Ships,10,Jucha S. H.,Read,2018-06-19,Amazon Unlimited,""
558,Nua'll,The Silver Ships,11,Jucha S. H.,Read,2018-06-19,Amazon Unlimited,""
559,Artifice,The Silver Ships,12,Jucha S. H.,Read,2018-12-26,Amazon Unlimited,""
560,Sojourn,The Silver Ships,13,Jucha S. H.,Read,2019-11-20,Amazon Unlimited,""
561,Alliance,The Silver Ships,14,Jucha S. H.,Read,2019-11-20,Amazon Unlimited,""
562,SADEs,The Silver Ships,15,Jucha S. H.,Read,2021-04-06,Amazon Unlimited,""
563,Earthers,The Silver Ships,16,Jucha S. H.,Read,2021-04-06,Amazon Unlimited,""
564,Talus,The Silver Ships,17,Jucha S. H.,Read,2021-04-06,Amazon Unlimited,""
565,Elvians,The Silver Ships,18,Jucha S. H.,Read,2021-04-06,Amazon Unlimited,""
566,Q-Gates,The Silver Ships,19,Jucha S. H.,Read,2021-04-06,Amazon Unlimited,""
567,Conclave,The Silver Ships,20,Jucha S. H.,Read,2021-09-01,Amazon Unlimited,""
568,Star Force: Origin Series Box Set,Star Force Universe,01,Jyr Aer-ki,Read,2019-09-14,Amazon Unlimited,https://smile.amazon.com/gp/product/B01APTZM12?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
569,Star Force: Origin Series Box Set,Star Force Universe,02,Jyr Aer-ki,Read,2019-09-16,Amazon Unlimited,""
570,Star Force: Origin Series Box Set,Star Force Universe,03,Jyr Aer-ki,Read,2019-09-16,Amazon Unlimited,""
571,Star Force: Origin Series Box Set,Star Force Universe,04,Jyr Aer-ki,Read,2019-09-19,Amazon Unlimited,""
572,Star Force: Origin Series Box Set,Star Force Universe,05,Jyr Aer-ki,Read,2019-09-19,Amazon Unlimited,""
573,Star Force: Origin Series Box Set,Star Force Universe,06,Jyr Aer-ki,Read,2019-09-19,Amazon Unlimited,""
574,Star Force: Origin Series Box Set,Star Force Universe,07,Jyr Aer-ki,Read,2019-09-23,Amazon Unlimited,""
575,Star Force: Origin Series Box Set,Star Force Universe,08,Jyr Aer-ki,Read,2019-09-23,Amazon Unlimited,""
576,Star Force: Origin Series Box Set,Star Force Universe,09,Jyr Aer-ki,Read,2019-09-23,Amazon Unlimited,""
577,Star Force: Origin Series Box Set,Star Force Universe,10,Jyr Aer-ki,Read,2019-09-23,Amazon Unlimited,""
578,Star Force: Origin Series Box Set,Star Force Universe,11,Jyr Aer-ki,Read,2019-10-03,Amazon Unlimited,""
579,Star Force: Origin Series Box Set,Star Force Universe,12,Jyr Aer-ki,Read,2019-10-03,Amazon Unlimited,""
580,Star Force: Origin Series Box Set,Star Force Universe,13,Jyr Aer-ki,Read,2019-10-03,Amazon Unlimited,""
581,Star Force: Origin Series Box Set,Star Force Universe,14,Jyr Aer-ki,Read,2019-10-03,Amazon Unlimited,""
582,Star Force: Origin Series Box Set,Star Force Universe,15,Jyr Aer-ki,Read,2019-10-03,Amazon Unlimited,""
583,Star Force: Origin Series Box Set,Star Force Universe,16,Jyr Aer-ki,Read,2019-10-12,Amazon Unlimited,""
584,Star Force: Origin Series Box Set,Star Force Universe,17,Jyr Aer-ki,Read,2019-10-12,Amazon Unlimited,""
585,Star Force: Origin Series Box Set,Star Force Universe,18,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
586,Star Force: Origin Series Box Set,Star Force Universe,19,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
587,Star Force: Origin Series Box Set,Star Force Universe,20,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
588,Star Force: Origin Series Box Set,Star Force Universe,21,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
589,Star Force: Origin Series Box Set,Star Force Universe,22,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
590,Star Force: Origin Series Box Set,Star Force Universe,23,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
591,Star Force: Origin Series Box Set,Star Force Universe,24,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
592,Star Force: Origin Series Box Set,Star Force Universe,25,Jyr Aer-ki,Read,2019-10-14,Amazon Unlimited,""
593,Star Force: Earth Evacuation,Star Force Universe,26,Jyr Aer-ki,Read,2019-10-26,Amazon Unlimited,""
594,Star Force: Mak'to'ran,Star Force Universe,27,Jyr Aer-ki,Read,2019-10-26,Amazon Unlimited,""
595,Star Force: Mak'to'ran,Star Force Universe,28,Jyr Aer-ki,Read,2019-10-26,Amazon Unlimited,""
596,Star Force: Mak'to'ran,Star Force Universe,29,Jyr Aer-ki,Read,2019-10-26,Amazon Unlimited,""
597,Star Force: Mak'to'ran,Star Force Universe,30,Jyr Aer-ki,Read,2019-10-26,Amazon Unlimited,""
598,Star Force: Endless Crusade,Star Force Universe,32,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
599,Star Force: Lost Destiny,Star Force Universe,33,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
600,Star Force: Evasion,Star Force Universe,34,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
601,Star Force: Persistent Ravage,Star Force Universe,35,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
602,Star Force: The Admiral,Star Force Universe,36,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
603,Star Force: Ice Queen,Star Force Universe,37,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
604,Star Force: Uriti Strike,Star Force Universe,38,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
605,Star Force: Return to Earth,Star Force Universe,39,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
606,Star Force: Rift,Star Force Universe,40,Jyr Aer-ki,Read,2019-10-27,Amazon Unlimited,""
607,Star Force: Excalibur,Star Force Universe,41,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
608,Star Force: Scorpion,Star Force Universe,42,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
609,Star Force: Baron,Star Force Universe,43,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
610,Star Force: Summit,Star Force Universe,44,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
611,Star Force: The Dinosaur War,Star Force Universe,45,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
612,Star Force: Equity,Star Force Universe,46,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
613,Star Force: Fracture,Star Force Universe,47,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
614,Star Force: Forsaken,Star Force Universe,48,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
615,Star Force: Instinct,Star Force Universe,49,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
616,Star Force: Dominance,Star Force Universe,50,Jyr Aer-ki,Read,2019-11-01,Amazon Unlimited,""
617,Star Force: Essence,Star Force Universe,51,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
618,Star Force: Dawn of the Apocalypse,Star Force Universe,52,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
619,Star Force: Uriti Tamer,Star Force Universe,53,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
620,Star Force: Ysalamir,Star Force Universe,54,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
621,Star Force: Lurker,Star Force Universe,55,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
622,Star Force: Extirpation,Star Force Universe,56,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
623,Star Force: Vargemma,Star Force Universe,57,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
624,Star Force: Spawn of the Lightside,Star Force Universe,58,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
625,Star Force: Legacy of the Ancients,Star Force Universe,59,Jyr Aer-ki,Read,2019-11-05,Amazon Unlimited,""
626,Star Force: Clash of the Demigods,Star Force Universe,60,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
627,Star Force: Keyholders,Star Force Universe,61,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
628,Star Force: Phoenix,Star Force Universe,62,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
629,Star Force: Galactic Empire Revealed,Star Force Universe,63,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
630,Star Force: LITrpg,Star Force Universe,64,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
631,Star Force: First Contact Fallout,Star Force Universe,65,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
632,Star Force: The Forbidden Space Fleet,Star Force Universe,66,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
633,Star Force: Death Mark,Star Force Universe,67,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
634,Star Force: Atonement,Star Force Universe,68,Jyr Aer-ki,Read,2019-11-09,Amazon Unlimited,""
635,Star Force: The Forever Empire,Star Force Universe,69,Jyr Aer-ki,Read,2021-03-01,Amazon Unlimited,""
636,Star Force: Captains Mint,Star Force Universe,70,Jyr Aer-ki,Read,2021-03-01,Amazon Unlimited,""
637,Star Force: The Powers That Be,Star Force Universe,71,Jyr Aer-ki,Read,2021-03-01,Amazon Unlimited,""
